Database,Record Type,Term,Submission Type,Data Element,Value,Percentage of Submission,Count
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,IO,2.61008E-05,1
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,IO,2.291056E-05,1
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,IO,2.493703E-05,1
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,IO,0,0
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,VI,7.348618E-05,3
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,VI,0.0001301533,4
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,VI,0.0001173186,5
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,VI,6.773232E-05,3
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,VI,3.206361E-05,1
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,VI,8.076675E-05,3
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,VI,6.856203E-05,3
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,VI,9.571821E-05,3
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,VI,2.716579E-05,1
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,VI,2.291056E-05,1
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,VI,2.258509E-05,1
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,VI,2.493703E-05,1
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,VI,3.665824E-05,1
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,VI,4.564647E-05,2
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,VI,1.97734E-05,1
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,VI,0,0
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,BX,0,0
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001691704,5
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0009436111,29
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0006858711,28
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001169967,4
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.003026819,129
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001301448,4
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0003097733,12
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.002935067,130
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0002244453,7
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.000203832,5
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,BU,4.508973E-05,1
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001021172,3
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0003499892,13
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.002902459,127
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0002349072,9
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001235674,4
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001928082,4
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001132278,4
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001492938,5
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001591039,5
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.003701104,116
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001838911,4
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0003803211,14
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001774686,5
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001369816,4
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0002395688,6
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0002291056,10
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0005865318,16
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0002227271,5
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.003195253,140
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0002372808,12
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.000143976,5
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001270245,4
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001316829,4
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0002936062,13
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0002630069,11
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001745592,7
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,BU,0.0001504348,5
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,UV,6.766815E-05,2
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,UV,5.849835E-05,2
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,UV,6.412723E-05,2
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,UV,8.153282E-05,2
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,UV,6.50724E-05,2
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,UV,3.403908E-05,1
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,UV,2.692225E-05,1
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,UV,4.597279E-05,1
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,UV,4.820206E-05,1
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,UV,5.661392E-05,2
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,UV,2.985877E-05,1
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,UV,3.182079E-05,1
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,UV,2.61008E-05,1
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,UV,9.267555E-05,3
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,UV,3.549372E-05,1
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,UV,3.42454E-05,1
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,UV,2.291056E-05,1
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,UV,9.876218E-05,3
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,UV,2.258509E-05,1
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,UV,2.390972E-05,1
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,UV,7.481111E-05,3
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,UV,6.01739E-05,2
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,UV,0.0001336362,3
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,UV,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,UV,1.97734E-05,1
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,UV,5.759042E-05,2
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,UV,3.175611E-05,1
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,BM,2.44954E-05,1
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,BM,0.003958587,117
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,BM,3.253832E-05,1
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,BM,0.004001952,123
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003794723,147
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.004270379,146
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,BM,4.692743E-05,2
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,BM,2.257744E-05,1
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,BM,0.003778338,111
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.00479216,178
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003751443,117
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.004728904,116
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003652268,81
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,BM,6.381213E-05,2
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.006252299,136
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,BM,0,0
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,BM,0.006410874,133
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003396835,120
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.005404437,181
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003786674,119
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,BM,2.285401E-05,1
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.00261008,100
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.00500448,162
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,BM,0.005075601,143
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,BM,0.003493031,102
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003473747,87
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.0036886,161
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,BM,0.00497103,151
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003003817,133
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.004997131,209
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003142066,126
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003971478,132
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,BM,3.665824E-05,1
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.005835449,131
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,BM,2.282323E-05,1
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.002392581,121
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003397834,118
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,BM,0.003620197,114
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002204585,9
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001015022,3
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001301533,4
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.000175495,6
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001173186,5
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001128872,5
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0003526997,11
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0003261313,8
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002254486,5
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,BY,0.000162681,5
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0003614022,14
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001361563,4
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0006999784,26
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002892124,6
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002264557,8
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001194351,4
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001591039,5
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002056861,9
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002871088,11
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,BY,6.178369E-05,2
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,BY,3.190607E-05,1
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002758367,6
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002173263,8
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001064812,3
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001027362,3
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002395688,6
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0003436584,15
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002566077,7
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,BY,8.909083E-05,2
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001141162,5
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0003559211,18
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002015665,7
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001270245,4
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,BY,6.584146E-05,2
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0004065316,18
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0002869166,12
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0003491185,14
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,BY,0.0001203478,4
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,CB,0.0005413452,16
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,CB,0,0
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,CB,0,0
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006832602,21
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006195467,24
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006142327,21
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,CB,0,0
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,CB,0,0
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0008015903,25
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.000693029,17
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0008116151,18
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,CB,0.0005105861,15
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.001211501,45
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,CB,0,0
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0008275101,18
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,CB,0,0
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,CB,0,0
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006264192,24
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0005869451,19
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,CB,0.0008194351,17
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006510601,23
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0005374578,18
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0005727742,18
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006743806,19
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006506626,19
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.000918347,23
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.000618585,27
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,CB,0.0005925731,18
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0009485738,42
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006455624,27
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006234259,25
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0004813912,16
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,CB,0,0
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006236358,14
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,CB,0,0
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0006525221,33
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0005183137,18
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,CB,0.0004763417,15
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,CM,7.348618E-05,3
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,CM,0,0
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001290722,5
SDB,1,213,E,DE1033-NATION-OF-CITIZENSHIP,CM,0,0
SDB,1,308,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001407823,6
SDB,1,309,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001354646,6
SDB,1,111,E,DE1033-NATION-OF-CITIZENSHIP,CM,6.412723E-05,2
SDB,1,113,E,DE1033-NATION-OF-CITIZENSHIP,CM,4.076641E-05,1
SDB,1,116,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001352692,3
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,CM,6.766815E-05,2
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001301533,4
SDB,1,316,B,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001021172,3
SDB,1,109,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.000215378,8
SDB,1,207,E,DE1033-NATION-OF-CITIZENSHIP,CM,6.856203E-05,3
SDB,1,312,E,DE1033-NATION-OF-CITIZENSHIP,CM,7.83024E-05,3
SDB,1,315,E,DE1033-NATION-OF-CITIZENSHIP,CM,9.267555E-05,3
SDB,1,114,B,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001928082,4
SDB,1,212,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001132278,4
SDB,1,214,E,DE1033-NATION-OF-CITIZENSHIP,CM,8.95763E-05,3
SDB,1,215,E,DE1033-NATION-OF-CITIZENSHIP,CM,9.546235E-05,3
SDB,1,108,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0002233425,7
SDB,1,114,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001838911,4
SDB,1,206,E,DE1033-NATION-OF-CITIZENSHIP,CM,2.716579E-05,1
SDB,1,214,B,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001064812,3
SDB,1,215,B,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001027362,3
SDB,1,112,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001597125,4
SDB,1,311,E,DE1033-NATION-OF-CITIZENSHIP,CM,6.873167E-05,3
SDB,1,106,E,DE1033-NATION-OF-CITIZENSHIP,CM,7.331647E-05,2
SDB,1,115,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001336362,3
SDB,1,208,E,DE1033-NATION-OF-CITIZENSHIP,CM,9.129294E-05,4
SDB,1,310,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001186404,6
SDB,1,313,E,DE1033-NATION-OF-CITIZENSHIP,CM,8.638563E-05,3
SDB,1,316,E,DE1033-NATION-OF-CITIZENSHIP,CM,9.526834E-05,3
SDB,1,315,B,DE1033-NATION-OF-CITIZENSHIP,CM,9.876218E-05,3
SDB,1,209,E,DE1033-NATION-OF-CITIZENSHIP,CM,0.0001806807,8
SDB,1,210,E,DE1033-NATION-OF-CITIZENSHIP,CM,9.563887E-05,4
SDB,1,211,E,DE1033-NATION-OF-CITIZENSHIP,CM,4.987407E-05,2
SDB,1,314,E,DE1033-NATION-OF-CITIZENSHIP,CM,9.026085E-05,3
SDB,1,307,E,DE1033-NATION-OF-CITIZENSHIP,CA,0.0007103665,29
SDB,1,213,B,DE1033-NATION-OF-CITIZENSHIP,CA,0.001171303,36
SDB,1,110,E,DE1033-NATION-OF-CITIZENSHIP,CA,0.0008518767,33
SDB,1,314,B,DE1033-NATION-OF-CITIZENSHIP,CA,0.00108269,32
SDB,1,107,E,DE1033-NATION-OF-CITIZENSHIP,CA,0.001138841,35
